Wallet No,Address,Balance,Age,Occupation,Loan Approval,Balance Deviation (CV),Send Money_1,Send Money_2,Send Money_3,Received Money_1,Received Money_2,Received Money_3,Cash In_1,Cash In_2,Cash In_3,Cash Out_1,Cash Out_2,Cash Out_3,Make Payment_1,Make Payment_2,Make Payment_3,Pay Bill_1,Pay Bill_2,Add Money_1,Add Money_2,Add Money_3,Fund Transfer_1,Fund Transfer_2,Fund Transfer_3,Request Money,Remittance_1,Remittance_2,Donation_1,Donation_2,Others_1,Others_2,Others_3
1132178849,Urban,18243.81,38,Business,UC,49.23,2,6,0,20,15,4,4,7,0,5,7,2,2,2,2,5,2,4,3,1,4,2,0,5,1,0,0,2,1,1,0
1781359015,Urban,16921.33,36,Business,UC,30.92,1,23,5,10,15,1,1,10,0,5,12,5,1,5,2,6,1,6,7,0,7,1,1,3,2,1,0,2,1,2,0
1242562268,Rural,22382.98,35,Business,UC,24.48,3,24,1,10,4,0,4,6,2,5,17,4,2,3,0,0,1,7,10,0,0,0,1,4,3,1,0,3,1,2,1
1541389459,Urban,17308.56,30,Business,UC,42.61,0,6,3,6,10,2,3,6,1,5,11,3,0,9,2,0,5,6,13,0,8,1,1,4,2,1,0,2,0,2,0
1281814259,Urban,21503.46,59,Farmer,UC,33.03,2,14,4,9,9,6,2,4,0,1,16,1,0,6,0,5,5,8,8,2,10,3,0,2,1,1,0,0,1,1,1
1459849013,Urban,17244.96,24,Student,UC,28.05,0,11,5,5,11,2,2,8,4,1,9,4,1,0,0,4,7,7,4,2,0,1,1,4,3,0,0,1,1,1,1
1227526248,Rural,21980.5,32,Business,UC,22.87,2,20,5,20,14,6,4,10,0,5,9,1,0,2,1,1,7,1,11,2,6,2,1,4,3,0,0,3,0,1,1
1571274249,Urban,21325.67,18,Student,UC,23.47,2,6,2,13,14,4,1,9,3,3,14,5,1,4,1,0,8,7,6,1,1,3,1,6,2,1,0,3,0,2,1
1009672054,Rural,21026.34,20,Farmer,UC,22.11,2,7,2,20,4,3,3,9,3,4,7,2,2,3,2,7,4,3,7,1,9,0,1,6,1,1,0,0,0,2,1
1971602753,Urban,15093.98,42,Business,UC,24.4,0,7,3,7,12,0,3,4,1,0,13,4,0,3,2,10,4,0,5,0,3,1,0,3,2,0,0,3,0,1,1
1140344791,Rural,15219.0,37,Business,UC,27.37,2,7,4,6,12,5,3,9,2,5,12,5,3,10,0,4,4,0,12,2,7,0,0,6,0,1,0,0,0,0,0
1232987889,Rural,19729.64,45,Business,UC,31.83,2,23,4,20,4,0,4,7,2,2,17,2,1,5,0,4,1,3,1,1,9,3,1,3,0,1,0,1,1,2,0
1556063629,Rural,24325.55,32,Business,UC,28.94,3,20,5,13,7,5,4,9,2,5,3,3,3,7,1,11,7,5,5,0,9,0,1,4,1,1,0,3,1,2,0
1937552874,Urban,23016.51,31,Business,UC,39.22,3,20,2,15,2,3,3,4,3,1,16,0,3,5,0,7,0,5,13,1,5,0,1,2,1,0,0,2,0,0,0
1658438211,Urban,15288.7,42,Business,UC,44.55,2,14,4,6,15,3,1,9,3,3,20,2,0,2,0,2,2,6,3,2,2,3,0,5,3,0,0,1,0,1,1
1114160639,Rural,20441.57,25,Farmer,UC,33.5,3,10,2,11,10,2,1,9,3,0,15,1,2,9,1,4,2,5,1,1,5,2,0,3,3,0,0,0,0,0,1
1583939065,Rural,19377.11,18,Student,UC,26.98,1,7,1,5,5,0,1,5,4,0,15,0,0,3,1,7,8,6,3,0,4,1,1,4,1,1,0,1,1,0,0
1424611602,Urban,15971.28,31,Business,UC,22.03,2,7,0,5,2,6,5,9,0,1,6,5,2,7,0,6,5,3,2,1,8,1,0,6,2,0,0,1,1,2,0
1493053102,Urban,23693.81,47,Business,UC,34.44,0,10,4,9,2,1,2,6,2,2,8,2,2,8,1,11,6,0,10,1,4,0,0,5,3,0,0,2,1,2,0
1011232404,Rural,22341.98,41,Business,UC,48.69,0,14,0,20,8,6,4,5,4,0,17,1,1,9,0,8,8,2,11,0,1,1,1,4,1,0,0,3,0,2,1
1939510804,Urban,21186.49,27,Business,UC,44.88,1,18,3,12,5,2,5,4,1,1,16,5,3,6,0,8,4,7,4,2,2,3,0,3,2,1,0,2,1,1,0
1735822629,Rural,24205.68,31,Business,UC,44.37,2,19,1,19,4,6,5,6,0,3,13,1,0,8,0,7,6,0,10,2,6,2,1,5,1,1,0,0,1,0,0
1454464221,Rural,20447.88,46,Business,UC,31.25,0,14,2,10,6,1,2,9,2,1,16,5,0,6,1,11,1,8,0,0,9,2,1,5,2,0,0,2,0,1,0
1889275535,Urban,22585.85,39,Business,UC,43.93,1,9,5,12,3,3,1,9,3,5,5,0,1,7,2,3,2,4,10,0,3,3,1,3,3,1,0,0,1,1,1
1024884195,Rural,21879.09,40,Business,UC,44.86,0,20,0,6,12,3,1,10,3,3,7,3,1,8,2,11,5,7,0,2,2,2,0,6,3,0,0,0,0,1,1
1460648966,Urban,22904.79,49,Business,UC,20.41,3,12,0,14,7,1,2,5,2,0,18,1,1,10,1,0,8,7,11,1,9,3,1,3,2,1,0,1,0,1,0
1369891649,Rural,17265.27,50,Business,UC,41.61,1,14,4,18,12,0,1,7,2,5,5,5,0,6,2,3,3,1,12,1,1,3,1,2,0,0,0,3,1,0,1
1548707896,Urban,15464.2,44,Business,UC,46.03,1,15,3,5,2,7,4,7,0,3,4,2,3,0,2,4,6,8,7,2,7,2,1,4,0,1,0,2,1,1,1
1701847339,Urban,20352.62,48,Business,UC,29.82,2,16,3,18,8,6,3,6,1,4,19,3,3,8,2,11,0,1,2,2,2,0,1,5,3,0,0,0,0,2,1
1718819513,Urban,24372.29,42,Business,UC,22.79,0,16,5,6,2,4,1,9,0,2,18,1,1,4,0,4,3,1,4,1,2,0,0,4,3,0,0,1,1,0,1
1674658219,Rural,18769.09,28,Business,UC,47.67,0,5,5,9,13,0,2,10,4,5,4,0,1,7,2,7,8,3,5,0,5,2,0,5,2,0,0,0,0,2,1
1673775710,Rural,21232.18,30,Farmer,UC,38.66,2,16,5,18,15,5,4,6,1,5,9,2,3,2,2,5,2,2,4,0,2,1,1,2,0,1,0,0,0,2,1
1620477457,Urban,15026.94,24,Farmer,UC,49.96,3,23,3,16,2,3,1,5,2,1,12,0,3,5,2,0,0,1,11,1,5,3,1,5,3,1,0,0,1,1,0
1878452835,Urban,24178.24,37,Business,UC,21.65,0,11,3,7,7,4,2,8,4,0,11,2,3,4,0,2,0,8,1,1,3,0,1,3,3,0,0,0,1,1,1
1452084617,Rural,22104.09,24,Student,UC,37.52,0,9,2,20,2,0,4,8,2,1,12,4,3,4,1,7,4,5,6,1,4,2,0,6,2,0,0,3,1,1,1
1478034320,Rural,19317.08,25,Business,UC,37.08,1,10,5,18,10,4,1,4,0,2,14,5,1,1,0,1,6,1,8,2,9,3,0,4,1,0,0,1,0,1,1
1714076624,Urban,23001.97,44,Business,UC,30.31,0,14,3,11,5,6,2,6,3,3,12,1,1,9,2,7,2,0,12,2,7,1,0,2,1,0,0,3,1,1,1
1833258288,Urban,15397.45,40,Business,UC,40.21,1,8,4,11,12,5,2,10,4,3,17,4,2,8,1,9,0,3,13,1,7,0,1,5,3,0,0,3,0,2,1
1635008078,Urban,16675.66,22,Student,UC,24.75,0,18,4,7,14,1,5,9,2,4,17,4,3,1,0,9,8,2,3,2,4,1,0,4,1,0,0,2,0,2,1
1157988012,Rural,22868.12,24,Farmer,UC,28.63,0,15,5,10,6,3,2,4,1,0,14,2,1,5,2,9,3,4,0,2,8,1,1,6,3,0,0,3,1,2,0
1470725619,Urban,16351.54,18,Student,UC,40.08,1,6,2,14,4,6,2,6,2,2,9,5,0,0,2,2,7,8,11,2,4,1,1,3,2,1,0,1,0,2,1
1709453048,Urban,23969.85,45,Business,UC,44.6,0,15,1,8,2,6,5,10,3,1,7,0,0,7,1,1,3,8,6,0,1,0,0,4,0,1,0,1,0,2,0
1376276742,Urban,19130.8,38,Business,UC,27.16,2,10,4,17,5,0,2,9,0,3,17,2,1,8,1,4,3,0,7,2,10,2,0,2,3,1,0,1,0,1,0
1505481827,Urban,22476.25,28,Business,UC,44.91,1,24,0,7,11,0,1,8,0,2,20,3,0,7,1,2,1,2,5,1,3,0,0,2,2,0,0,1,1,2,1
1311735022,Rural,18010.71,26,Business,UC,40.47,2,16,5,9,2,0,3,10,0,1,12,4,2,6,1,11,4,1,11,2,3,2,1,2,0,0,0,1,0,0,1
1128456790,Rural,15452.31,34,Farmer,UC,27.21,1,20,4,11,5,3,3,5,4,5,20,4,2,10,0,6,4,8,7,0,9,1,1,5,1,0,0,3,1,1,1
1424615208,Rural,18467.65,42,Business,UC,26.48,0,17,2,10,15,5,5,10,0,0,4,3,2,5,1,11,4,6,10,0,3,1,0,3,0,1,0,3,1,2,0
1097256529,Urban,19328.34,19,Student,UC,36.83,1,14,1,8,4,2,1,5,2,3,20,3,0,6,1,0,5,5,4,0,7,3,1,5,0,1,0,3,1,1,0
1175343285,Urban,18309.62,28,Business,UC,47.71,3,21,2,5,11,6,3,9,3,0,14,4,2,3,1,7,0,7,8,0,4,3,0,3,2,1,0,1,0,0,1
1015872635,Urban,21332.77,50,Business,UC,23.43,3,18,4,16,9,2,1,5,0,1,7,5,0,4,0,5,1,8,7,2,4,1,1,6,3,0,0,3,0,2,1
1052360736,Urban,20930.49,46,Business,UC,32.11,3,25,5,8,5,1,2,4,3,4,11,0,2,5,2,10,3,0,4,2,4,1,1,3,1,0,0,1,0,1,0
1219539949,Rural,21767.54,31,Business,UC,38.5,2,9,0,12,9,7,5,6,3,0,14,3,0,3,1,10,7,4,12,2,8,1,1,4,1,1,0,3,1,1,0
1122002316,Urban,22392.38,47,Farmer,UC,33.67,2,15,0,17,11,5,2,6,2,2,16,3,2,7,0,5,7,1,1,0,2,2,0,4,0,1,0,2,1,2,1
1772413291,Urban,18152.18,32,Business,UC,26.1,0,13,2,13,8,1,1,10,2,4,19,5,1,0,1,8,3,0,13,0,2,0,0,3,2,1,0,2,0,1,0
1506346303,Urban,17949.27,40,Business,UC,34.09,1,8,5,18,13,4,5,8,1,3,5,5,3,8,1,11,0,3,6,1,8,2,0,6,0,0,0,2,1,2,1
1255950302,Rural,19294.22,36,Business,UC,27.19,1,6,2,13,11,2,4,4,3,3,11,5,3,6,2,7,2,6,7,0,5,0,1,2,0,0,0,3,0,2,0
1609508855,Urban,23968.42,34,Business,UC,23.88,3,10,5,15,7,6,5,9,4,0,4,3,1,6,2,4,7,4,7,1,8,1,0,5,2,0,0,0,0,2,0
1597524204,Urban,24991.76,25,Student,UC,46.14,0,21,0,10,15,5,2,9,1,3,8,0,1,8,1,0,7,0,4,2,2,2,1,2,1,1,0,1,0,2,0
1425384083,Urban,18848.84,33,Business,UC,42.19,3,13,4,19,11,0,4,9,4,5,18,0,2,7,1,0,1,2,3,0,10,3,1,6,1,1,0,2,0,0,0
1224916618,Rural,18231.42,41,Business,UC,43.34,3,9,0,13,2,1,4,10,1,5,13,2,1,4,0,8,6,4,5,1,4,3,1,3,0,1,0,2,0,2,0
1046125075,Rural,21269.22,46,Business,UC,43.93,3,20,1,19,11,1,1,4,4,5,8,5,0,3,2,0,1,8,13,0,4,3,1,3,2,1,0,3,1,1,0
1320361862,Urban,16576.33,26,Business,UC,29.54,1,24,5,20,10,0,1,4,2,3,15,3,2,8,2,4,1,6,5,1,5,0,1,5,2,0,0,3,1,1,1
1033732236,Rural,24784.29,39,Business,UC,39.24,3,11,4,7,2,1,1,10,1,5,8,2,3,5,2,5,7,4,12,2,2,3,0,3,0,1,0,1,1,2,1
1707456577,Urban,16110.63,45,Business,UC,45.1,0,15,0,7,4,3,1,6,0,3,9,2,0,0,2,5,8,1,4,2,3,1,0,2,2,1,0,2,1,0,0
1575427525,Urban,21624.67,64,Farmer,UC,34.73,0,22,1,17,4,0,3,10,0,4,9,4,1,7,0,6,3,8,10,1,0,2,1,6,1,1,0,1,0,0,1
1444231343,Urban,17425.06,30,Business,UC,34.79,0,17,0,13,10,5,1,9,1,1,12,2,1,1,0,8,3,7,6,0,9,2,1,5,0,1,0,3,1,0,0
1000857033,Urban,17740.18,44,Business,UC,42.33,0,9,4,11,2,5,5,10,2,3,14,2,1,3,1,9,8,2,13,1,3,2,1,4,1,1,0,0,1,0,0
1887621581,Rural,20437.72,39,Business,UC,25.74,2,20,5,15,9,1,3,6,1,1,20,0,3,8,1,11,4,5,11,1,10,0,1,6,3,1,0,2,1,0,0
1417901138,Rural,24029.84,38,Farmer,UC,31.54,0,22,5,20,11,4,3,6,0,3,20,4,2,7,0,4,3,5,2,1,1,0,0,3,0,1,0,2,1,0,0
1472411893,Urban,15906.36,28,Business,UC,32.66,1,11,3,17,8,3,2,6,0,5,4,5,1,10,0,9,4,2,6,2,0,1,1,6,0,0,0,2,1,0,1
1106570441,Rural,15811.53,25,Student,UC,27.57,0,14,1,14,5,1,1,4,2,4,10,1,3,5,1,11,2,2,12,2,2,3,1,4,3,1,0,3,0,0,0
1436465178,Urban,22155.46,29,Business,UC,32.15,0,15,3,15,11,6,1,6,3,3,7,1,2,5,1,5,4,2,4,1,0,0,0,4,0,0,0,3,1,0,0
1839744733,Rural,23210.85,28,Business,UC,35.65,2,8,4,15,11,3,5,10,2,0,17,0,1,5,2,2,1,4,0,0,9,3,1,6,2,1,0,0,0,1,1
1485914873,Urban,15624.59,22,Student,UC,28.79,0,7,5,17,2,0,4,4,3,1,14,3,3,9,2,5,7,2,11,2,5,0,1,3,0,0,0,3,0,1,1
1205743883,Rural,19154.64,43,Business,UC,31.44,1,14,4,20,15,2,1,9,1,2,16,2,0,7,2,6,0,7,5,2,6,2,0,2,3,0,0,2,1,0,1
1850693622,Urban,15579.58,32,Business,UC,28.16,2,16,4,13,7,4,4,10,1,1,9,5,1,8,0,10,3,1,0,0,4,3,0,4,1,1,0,0,0,1,0
1388076272,Urban,15436.82,39,Business,UC,43.37,3,5,3,15,6,0,1,6,4,1,4,2,0,10,0,4,1,2,1,1,7,2,1,5,1,1,0,3,1,0,0
1964433724,Urban,19576.71,18,Student,UC,20.82,0,17,0,16,14,4,1,10,3,4,20,3,2,6,0,3,4,0,4,2,6,3,0,2,0,1,0,3,1,1,0
1903779273,Urban,17766.31,25,Business,UC,29.35,3,18,3,20,3,0,2,7,0,0,13,0,2,1,2,9,6,4,9,1,9,2,0,6,1,1,0,1,0,2,1
1742157441,Rural,17833.49,33,Farmer,UC,46.39,0,18,3,15,9,3,5,7,0,1,15,2,2,1,1,9,5,7,11,2,9,3,0,2,3,0,0,0,1,2,0
1243710672,Urban,22089.42,29,Business,UC,31.56,1,8,5,8,2,1,5,4,3,4,19,3,1,0,2,9,1,0,12,2,0,3,0,5,1,0,0,1,1,2,0
1397666625,Rural,18006.38,19,Student,UC,21.87,2,7,1,6,12,6,1,8,4,3,5,2,1,4,1,10,2,5,2,0,0,2,1,5,0,1,0,2,0,2,0
1174317067,Urban,16859.36,21,Student,UC,33.17,0,14,3,14,3,3,2,6,3,1,7,2,1,7,2,2,4,1,9,2,8,3,0,6,1,1,0,1,1,2,0
1179055117,Urban,16761.06,28,Business,UC,21.63,1,23,5,14,14,2,2,6,2,0,8,3,0,6,1,7,3,7,12,2,8,0,1,6,3,0,0,0,0,1,1
1335094725,Rural,17566.33,32,Business,UC,44.71,2,16,3,5,12,1,4,8,0,0,14,3,2,5,1,3,3,5,0,1,4,2,0,3,3,1,0,3,0,1,1
1658091236,Urban,19925.71,37,Business,UC,36.46,0,10,3,13,13,4,1,7,0,1,16,4,2,0,0,4,6,3,3,2,8,0,0,3,2,1,0,0,1,1,1
1109704732,Urban,19504.82,38,Business,UC,37.57,3,8,2,7,13,5,2,6,3,3,9,1,2,5,2,7,8,1,5,0,5,3,1,5,1,0,0,2,1,0,0
1870444647,Urban,18814.37,49,Business,UC,33.24,1,16,2,12,13,5,2,7,3,3,14,4,0,2,0,11,6,1,1,2,1,0,0,6,0,1,0,3,1,2,1
1738091128,Urban,22258.05,31,Business,UC,23.25,2,9,5,17,6,4,1,7,0,2,16,2,3,6,0,3,0,3,9,2,4,1,0,3,1,0,0,0,0,2,1
1610252923,Urban,24747.93,18,Student,UC,32.95,0,24,2,12,3,6,1,4,1,5,4,3,1,2,0,11,2,4,3,2,2,3,0,2,3,1,0,3,1,0,1
1272172501,Urban,22642.62,30,Business,UC,20.59,0,16,1,5,3,7,4,10,2,0,5,3,3,2,1,9,1,6,11,0,9,2,0,5,2,0,0,2,0,2,1
1663902223,Rural,23374.05,31,Business,UC,32.17,2,9,4,13,7,3,5,4,3,3,7,0,2,7,0,6,7,1,8,0,10,0,1,4,3,1,0,1,0,1,0
1862762564,Rural,15893.08,56,Farmer,UC,35.08,2,6,1,5,4,6,2,8,3,4,20,3,2,7,0,2,0,1,2,1,6,3,0,4,3,1,0,0,1,0,0
1327396455,Rural,22312.86,39,Business,UC,38.31,3,19,2,7,14,2,3,5,0,1,17,2,0,0,0,11,4,6,7,1,6,3,0,6,3,0,0,1,0,2,0
1298636474,Rural,19387.98,29,Business,UC,25.4,3,7,5,10,10,0,3,9,0,0,16,0,3,7,2,5,6,4,6,0,0,0,1,3,1,1,0,0,1,2,1
1357519272,Urban,20553.29,40,Farmer,UC,48.37,2,7,2,13,4,4,4,7,3,1,8,4,1,6,0,3,7,8,9,0,2,2,0,6,2,1,0,0,0,0,0
1158574106,Urban,22952.87,30,Farmer,UC,24.95,1,8,3,7,6,3,4,6,1,5,5,4,1,0,1,5,8,6,12,0,2,2,1,4,2,0,0,2,0,1,1
1816805692,Urban,20960.83,47,Business,UC,32.27,2,25,5,19,3,3,3,6,1,1,12,0,3,9,0,1,3,8,11,0,4,3,1,2,1,1,0,0,0,0,1
1877438974,Urban,24733.71,45,Business,UC,45.04,3,18,1,14,7,1,4,7,2,2,16,3,3,2,1,2,6,0,9,2,6,3,1,6,1,1,0,2,0,0,0
1220783188,Rural,15356.48,35,Farmer,UC,27.24,0,16,2,6,9,7,2,7,2,4,3,3,0,0,1,4,5,1,2,0,2,1,1,4,2,1,0,1,0,0,1
1830696958,Rural,23050.49,55,House Wife,UC,21.4,1,15,5,7,2,2,1,7,1,4,8,0,2,7,2,11,2,5,4,1,7,0,0,4,2,0,0,1,0,2,1
1733338305,Rural,21247.24,44,Business,UC,29.56,0,7,2,12,5,5,3,7,2,4,5,2,2,0,2,3,3,2,12,1,4,1,0,3,2,0,0,3,0,0,0
1876471042,Urban,19125.43,46,Business,UC,22.62,1,9,4,8,9,6,5,10,3,5,9,3,2,5,2,10,2,6,2,0,8,2,1,3,2,0,0,0,1,2,0
1263067058,Rural,24498.15,58,Farmer,UC,27.97,1,11,0,13,3,1,5,6,4,2,13,4,1,3,2,8,8,0,1,0,3,2,0,6,0,0,0,1,0,1,1
1853812494,Rural,15347.38,44,Farmer,UC,26.35,2,15,3,10,15,4,2,9,4,0,9,4,1,4,2,2,7,4,1,1,4,1,1,5,3,1,0,2,1,1,1
1587480135,Urban,21744.72,26,Farmer,UC,40.89,3,25,1,16,14,1,1,10,1,5,14,2,0,6,1,2,4,7,9,1,9,1,0,6,1,1,0,1,1,0,1
1726623922,Rural,20962.49,26,Business,UC,22.85,0,24,2,14,2,7,2,7,3,5,20,1,1,10,1,6,1,1,1,0,5,0,1,2,2,1,0,3,1,1,1
1122865504,Rural,16680.04,24,Student,UC,22.89,0,24,5,16,14,1,3,6,0,1,9,1,3,4,0,3,2,3,7,2,0,0,0,4,3,1,0,0,0,0,1
1573289733,Rural,21432.11,62,Farmer,UC,24.52,1,12,3,12,14,1,4,9,0,2,4,4,2,0,1,1,6,5,5,0,0,0,0,2,0,1,0,2,1,1,0
1073591528,Urban,15853.77,36,Business,UC,26.35,2,8,3,11,7,5,1,7,1,2,8,5,3,7,0,10,7,4,1,2,8,3,1,3,0,0,0,3,1,1,1
1280417398,Rural,16726.35,37,Business,UC,33.46,3,22,0,11,11,0,4,4,4,3,16,3,0,6,0,6,8,6,8,2,3,2,1,4,1,1,0,0,0,1,1
1717872797,Urban,20477.41,40,Business,UC,31.41,1,25,0,20,10,2,5,6,1,5,17,0,1,6,1,9,5,0,10,1,3,2,1,6,3,1,0,2,1,1,0
1199860100,Rural,16869.31,21,Student,UC,45.51,1,12,3,7,8,0,2,6,3,2,4,2,0,10,0,7,8,7,0,2,10,1,0,2,2,1,0,3,0,1,1
1137166610,Urban,17919.91,28,Business,UC,31.29,3,23,3,8,8,4,2,10,2,1,16,1,2,10,1,5,0,6,11,2,4,3,1,6,3,1,0,2,1,2,0
1242681713,Urban,20599.9,37,Business,UC,46.96,3,15,4,8,3,7,1,9,1,4,17,5,1,10,0,4,8,2,11,2,2,2,1,4,0,1,0,1,0,2,1
1141769050,Urban,24079.37,25,Business,UC,26.91,2,19,0,15,8,3,3,7,1,2,13,5,2,7,2,8,7,5,9,1,0,2,1,3,0,0,0,0,1,1,0
1005891172,Rural,21028.07,26,Business,UC,37.84,0,9,5,7,12,5,2,5,1,2,11,5,3,9,1,7,1,4,2,1,3,1,1,6,3,0,0,3,1,0,0
1261181894,Rural,17582.64,49,Farmer,UC,41.67,1,15,3,8,3,5,1,5,4,0,9,4,3,10,0,1,2,4,1,0,5,3,1,2,3,1,0,1,0,1,1
1442963327,Urban,16856.34,49,Business,UC,34.66,0,12,3,11,2,3,1,6,3,5,20,4,0,3,2,7,0,4,10,1,2,3,1,4,3,0,0,0,1,2,0
1923030896,Rural,16809.01,53,Farmer,UC,29.18,2,7,2,5,13,3,4,7,3,2,9,4,3,5,2,11,8,7,12,2,8,1,0,4,0,0,0,1,0,2,1
1928662939,Urban,23864.69,45,Business,UC,34.75,2,5,0,20,5,6,2,10,4,2,10,0,0,8,1,9,7,8,2,1,1,1,1,4,1,1,0,3,1,1,0
1970153921,Rural,23403.62,53,Farmer,UC,24.43,3,21,1,15,2,5,4,8,1,3,18,2,2,4,1,6,6,0,4,1,4,1,0,2,2,1,0,2,1,1,0
1316281766,Urban,18667.53,44,Business,UC,22.33,1,12,2,15,14,1,4,8,1,1,9,4,3,4,0,11,5,8,10,0,4,0,0,6,0,0,0,0,1,0,0
1587865381,Rural,17289.6,29,Business,UC,46.14,0,25,5,20,6,5,3,5,4,4,5,0,0,9,2,2,5,3,10,2,6,1,0,6,0,1,0,3,0,2,1
1343849665,Urban,15192.81,56,House Wife,UC,33.37,3,6,4,11,4,7,1,8,4,0,6,3,0,2,0,6,0,5,8,2,2,0,0,3,2,1,0,1,1,2,0
1509826928,Urban,23566.86,33,Business,UC,36.22,3,24,5,5,12,6,2,4,4,4,16,3,2,9,1,5,4,7,2,0,8,2,1,5,0,0,0,3,0,0,1
1479471978,Rural,18931.82,33,Business,UC,39.74,3,5,1,13,3,1,3,9,0,2,7,0,0,10,2,8,7,4,5,1,6,3,1,6,2,0,0,1,1,1,0
1554476744,Urban,22191.99,26,Business,UC,41.82,3,8,1,19,13,5,2,9,4,3,3,4,0,10,1,0,7,0,3,1,5,3,0,5,1,1,0,1,1,2,0
1261883150,Rural,16945.29,48,Business,UC,34.73,0,7,3,7,4,5,4,5,2,4,15,2,3,4,0,6,0,4,0,1,4,0,1,3,3,1,0,2,0,1,1
1401375773,Rural,19096.4,23,Student,UC,41.36,3,19,3,11,11,4,2,6,2,3,7,3,1,9,1,6,1,0,1,1,8,0,0,4,3,0,0,0,0,1,0
1817994562,Rural,15661.14,44,Business,UC,30.37,0,11,1,14,7,3,1,4,4,0,19,4,3,6,2,9,8,7,4,0,8,3,1,2,3,1,0,3,1,0,1
1325287782,Rural,18077.51,36,Business,UC,29.58,3,6,0,16,12,6,2,9,2,1,3,0,3,4,0,0,8,3,10,1,6,2,0,2,0,1,0,2,1,1,0
1193479563,Rural,20213.96,31,Business,UC,41.37,0,25,2,7,3,2,5,8,2,4,17,1,3,4,0,6,0,2,7,0,7,3,1,2,0,0,0,0,1,2,1
1985129604,Urban,16863.55,49,Business,UC,38.92,0,19,1,16,12,5,4,4,0,0,17,1,2,2,0,7,8,0,9,2,9,2,0,2,2,1,0,1,1,2,0
1923770251,Rural,23567.49,45,Business,UC,44.01,3,24,1,20,10,3,5,10,1,0,18,4,0,9,1,2,4,4,10,1,8,3,0,6,1,1,0,3,1,2,1
1968712705,Urban,16615.06,45,Business,UC,28.63,3,9,1,18,4,2,3,4,4,2,13,4,3,6,1,0,2,2,2,0,2,2,0,4,1,0,0,3,0,0,0
1989327475,Urban,15490.01,59,House Wife,UC,21.21,1,14,2,8,9,4,2,7,2,4,19,3,1,10,1,3,6,0,12,0,10,1,0,5,2,0,0,3,0,0,1
1464313786,Rural,21182.0,33,Business,UC,27.53,0,9,4,19,7,3,1,9,4,1,7,3,2,5,1,0,1,2,13,2,5,2,1,5,0,0,0,0,1,0,0
1636595283,Rural,16775.83,40,Business,UC,46.88,3,19,0,14,9,6,1,6,1,2,15,0,3,6,2,4,1,0,4,0,7,1,1,2,3,1,0,2,0,0,0
1721250720,Rural,19978.56,44,Business,UC,33.32,0,6,2,15,4,5,2,9,1,0,18,3,0,10,0,0,2,4,10,2,2,3,1,2,1,1,0,0,1,2,0
1793051630,Urban,22237.05,47,Business,UC,36.33,2,11,3,6,12,6,3,7,4,4,19,3,2,0,1,4,7,4,10,0,3,1,1,5,2,1,0,2,1,2,0
1131358418,Urban,23552.93,47,Business,UC,23.78,1,23,3,8,12,3,1,10,2,4,10,3,2,5,1,5,7,1,11,2,9,0,0,4,0,1,0,3,0,1,1
1973095625,Rural,20359.68,23,Student,UC,40.03,1,9,0,8,6,2,1,5,3,2,6,1,0,3,1,9,0,4,1,0,4,3,1,2,0,0,0,1,0,0,1
1941721796,Rural,19800.28,29,Business,UC,41.65,0,10,1,7,10,6,3,10,4,2,19,4,3,0,2,0,2,1,2,0,2,1,1,6,3,1,0,0,1,0,1
1570627522,Urban,19174.79,27,Business,UC,37.35,1,10,0,8,11,1,5,7,0,5,20,3,0,1,1,2,6,3,13,1,10,2,0,2,3,1,0,2,1,0,0
1911878070,Urban,19484.56,44,Business,UC,48.48,3,9,1,8,14,7,5,8,0,4,6,5,0,8,2,9,0,1,11,0,8,0,1,5,0,1,0,3,0,1,1
1178562978,Rural,18490.54,36,Business,UC,42.02,1,21,2,19,13,2,1,6,3,3,13,5,3,0,0,7,4,8,3,2,9,0,0,2,1,1,0,1,0,1,1
1785534218,Urban,21229.95,46,Business,UC,22.85,0,5,5,5,8,2,4,7,1,3,11,0,1,8,1,5,3,4,7,2,6,1,1,3,2,0,0,3,1,2,1
1103731248,Urban,15181.55,35,Business,UC,35.46,0,9,4,12,2,1,4,6,3,4,5,2,3,9,0,1,7,0,1,0,2,2,0,4,3,0,0,2,0,0,0
1077830692,Urban,22885.0,35,Business,UC,44.93,3,17,0,11,4,2,5,4,1,2,8,2,3,6,0,3,7,0,6,0,6,1,1,3,3,1,0,0,0,1,1
1227324373,Urban,20388.09,25,Business,UC,33.24,0,16,4,20,15,7,1,4,0,2,8,3,0,0,1,5,6,2,12,2,8,1,0,6,1,1,0,2,1,2,1
1952228287,Rural,16533.97,35,Business,UC,43.28,2,11,0,16,14,5,3,10,2,0,13,3,2,1,1,9,8,6,9,2,4,1,0,2,1,1,0,0,0,2,1
1437769398,Urban,16738.08,55,Farmer,UC,37.84,2,22,5,17,4,7,5,10,2,3,4,0,1,5,0,10,4,6,13,1,0,0,1,4,2,1,0,0,1,2,0
1358766071,Urban,17075.14,23,Student,UC,32.28,2,18,3,13,5,3,5,9,0,5,5,1,2,8,1,3,6,2,12,2,2,0,1,3,2,0,0,1,1,0,0
1142516060,Urban,18819.98,37,Business,UC,28.26,0,23,2,20,2,1,1,10,0,0,15,1,3,6,2,7,0,7,11,2,9,2,1,3,0,0,0,1,0,1,1
